course_id,course_name,category,main_category,syllabus_source,syllabus_item_count,existing_syllabus_details
"176","Advanced Excel Training","Analytics & Tools","technical","courses_data.js > modules.topics","5","Module 1: Advanced Excel Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"177","Big Data Analytics Course","Analytics & Tools","technical","courses_data.js > modules.topics","5","Module 1: Big Data Analytics Course Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"178","Big Data Hadoop Training","Big Data & Hadoop","technical","courses_data.js > modules.topics","5","Module 1: Big Data Hadoop Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"179","Hadoop Admin Training","Big Data & Hadoop","technical","courses_data.js > modules.topics","5","Module 1: Hadoop Admin Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"180","Spark Training","Big Data & Hadoop","technical","courses_data.js > modules.topics","5","Module 1: Spark Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"181","Talend Training","Big Data & Hadoop","technical","courses_data.js > modules.topics","5","Module 1: Talend Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"182","Informatica Training","Big Data & Hadoop","technical","courses_data.js > modules.topics","5","Module 1: Informatica Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"183","Informatica MDM Training","Big Data & Hadoop","technical","courses_data.js > modules.topics","5","Module 1: Informatica MDM Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"184","AWS Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: AWS Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"185","Microsoft Azure Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: Microsoft Azure Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"186","Google Cloud Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: Google Cloud Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"187","Cloud Computing Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: Cloud Computing Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"188","DevOps Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: DevOps Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"189","CCNP Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: CCNP Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"190","Linux Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: Linux Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"191","UNIX Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: UNIX Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"192","VMware Training","Cloud & Networking","technical","courses_data.js > modules.topics","5","Module 1: VMware Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"193","Blockchain Training","Cyber Security","technical","courses_data.js > modules.topics","5","Module 1: Blockchain Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"194","Software Testing Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: Software Testing Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"195","Selenium Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: Selenium Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"196","Manual Testing Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: Manual Testing Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"197","Mobile Testing Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: Mobile Testing Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"198","Appium Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: Appium Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"199","QTP Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: QTP Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"200","LoadRunner Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: LoadRunner Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"201","JMeter Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: JMeter Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"202","Selenium with Python Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: Selenium with Python Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"203","Playwright Training","Software Testing & QA","technical","courses_data.js > modules.topics","5","Module 1: Playwright Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"204","RPA Training (UiPath)","RPA & Automation","technical","courses_data.js > modules.topics","5","Module 1: RPA Training (UiPath) Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"205","UiPath Training","RPA & Automation","technical","courses_data.js > modules.topics","5","Module 1: UiPath Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"206","Blue Prism Training","RPA & Automation","technical","courses_data.js > modules.topics","5","Module 1: Blue Prism Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"207","Automation Anywhere Training","RPA & Automation","technical","courses_data.js > modules.topics","5","Module 1: Automation Anywhere Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"208","Salesforce Training","CRM & ERP","corporate","courses_data.js > modules.topics","5","Module 1: Salesforce Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"209","Microsoft Dynamics CRM Training","CRM & ERP","corporate","courses_data.js > modules.topics","5","Module 1: Microsoft Dynamics CRM Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"210","PEGA Training","CRM & ERP","corporate","courses_data.js > modules.topics","5","Module 1: PEGA Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"211","Oracle Training","CRM & ERP","corporate","courses_data.js > modules.topics","5","Module 1: Oracle Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"212","Oracle DBA Training","CRM & ERP","corporate","courses_data.js > modules.topics","5","Module 1: Oracle DBA Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"213","SEO Training","Digital Marketing","non-technical","courses_data.js > modules.topics","5","Module 1: SEO Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"214","Social Media Marketing Course","Digital Marketing","non-technical","courses_data.js > modules.topics","5","Module 1: Social Media Marketing Course Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"215","Content Writing Course","Digital Marketing","non-technical","courses_data.js > modules.topics","5","Module 1: Content Writing Course Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"216","UI UX Design Course","Design","non-technical","courses_data.js > modules.topics","5","Module 1: UI UX Design Course Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"217","Graphic Design Courses","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Graphic Design Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"218","Photoshop Classes","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Photoshop Classes Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"219","PMP Training","Project Management & Certifications","corporate","courses_data.js > modules.topics","5","Module 1: PMP Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"220","Primavera Training","Project Management & Certifications","corporate","courses_data.js > modules.topics","5","Module 1: Primavera Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"221","IELTS Coaching","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: IELTS Coaching Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"222","German Classes","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: German Classes Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"223","Spanish Classes","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: Spanish Classes Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"224","Japanese Classes","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: Japanese Classes Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"225","TOEFL Coaching","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: TOEFL Coaching Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"226","French Classes","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: French Classes Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"227","OET Coaching","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: OET Coaching Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"228","Soft Skills Training","Language & Soft Skills","corporate","courses_data.js > modules.topics","5","Module 1: Soft Skills Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"229","HR Courses","HR & Finance","corporate","courses_data.js > modules.topics","5","Module 1: HR Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"230","GST Training","HR & Finance","corporate","courses_data.js > modules.topics","5","Module 1: GST Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"231","Tally Course","HR & Finance","corporate","courses_data.js > modules.topics","5","Module 1: Tally Course Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"232","IoT Training","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: IoT Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"233","Placement Training","Career Development","corporate","courses_data.js > modules.topics","5","Module 1: Placement Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"234","Corporate Training","Career Development","corporate","courses_data.js > modules.topics","5","Module 1: Corporate Training Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"235","Masters in Digital Marketing","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in Digital Marketing Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"236","Masters in Data Analytics","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in Data Analytics Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"237","Masters in Cloud Computing","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in Cloud Computing Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"238","Masters in Data Science & AI","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in Data Science & AI Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"239","Masters in DevOps","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in DevOps Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"240","Masters in Full Stack Development","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in Full Stack Development Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"241","Masters in Java","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in Java Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"242","Masters in Software Testing","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in Software Testing Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"243","Masters in UI/UX Design","Master Programs","technical","courses_data.js > modules.topics","5","Module 1: Masters in UI/UX Design Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"244","AWS Architect Beginners Advanced","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Architect Beginners Advanced Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"245","AWS Certification Bangladesh","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Certification Bangladesh Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"246","AWS Developer","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Developer Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"247","AWS DEVOPS","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS DEVOPS Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"248","AWS Networking","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Networking Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"249","Programming Html5 Javascript Css3","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: Programming Html5 Javascript Css3 Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"250","Terraform AWS","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: Terraform AWS Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"251","Terraform Certified Associate AWS Azure","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: Terraform Certified Associate AWS Azure Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"252","AWS Analytics Courses","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Analytics Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"253","AWS Architect","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Architect Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"254","AWS Generative AI Courses","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Generative AI Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"255","AWS Machine Learning Courses","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Machine Learning Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"256","AWS Security","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Security Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"257","Amazon Sagemaker Studio Data Scientists","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: Amazon Sagemaker Studio Data Scientists Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"258","Architecting AWS Jam Language","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: Architecting AWS Jam Language Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"259","Architecting AWS","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: Architecting AWS Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"260","Automating Big IP With As3","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: Automating Big IP With As3 Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"261","AWS AI","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS AI Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"262","AWS Amplify","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Amplify Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"263","AWS Architect Professional","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Architect Professional Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"264","AWS Associate Certification Developer","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Associate Certification Developer Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"265","AWS Certification Classes","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Certification Classes Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"266","AWS Certified Developer Associate","Cloud Computing & AWS","technical","courses_data.js > modules.topics","5","Module 1: AWS Certified Developer Associate Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
